---,TimeStamp,Value,Parameter,TimeseriesID
18514,"2025-02-13 05:15:00","8.76038328","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18515,"2025-02-13 05:30:00","8.7601788","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18516,"2025-02-13 05:45:00","8.76016744","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18517,"2025-02-13 06:00:00","8.75994024","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18518,"2025-02-13 06:15:00","8.76076952","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18519,"2025-02-13 06:30:00","8.7604912","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18520,"2025-02-13 06:45:00","8.75940632","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18521,"2025-02-13 07:00:00","8.76039464","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18522,"2025-02-13 07:15:00","8.76055368","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18523,"2025-02-13 07:30:00","8.76055936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18524,"2025-02-13 07:45:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18525,"2025-02-13 08:00:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18526,"2025-02-13 08:15:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18527,"2025-02-13 08:30:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18528,"2025-02-13 08:45:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18529,"2025-02-13 09:00:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18530,"2025-02-13 09:15:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18531,"2025-02-13 09:30:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18532,"2025-02-13 09:45:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18533,"2025-02-13 10:00:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18534,"2025-02-13 10:15:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18535,"2025-02-13 10:30:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18536,"2025-02-13 10:45:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18537,"2025-02-13 11:00:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18538,"2025-02-13 11:15:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18539,"2025-02-13 11:30:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18540,"2025-02-13 11:45:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18541,"2025-02-13 12:00:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18542,"2025-02-13 12:15:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18543,"2025-02-13 12:30:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18544,"2025-02-13 12:45:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18545,"2025-02-13 13:00:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18546,"2025-02-13 13:15:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18547,"2025-02-13 13:30:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18548,"2025-02-13 13:45:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18549,"2025-02-13 14:00:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18550,"2025-02-13 14:15:00","8.75982664","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18551,"2025-02-13 14:30:00","8.75927","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18552,"2025-02-13 14:45:00","8.75730472","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18553,"2025-02-13 15:00:00","8.75998568","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18554,"2025-02-13 15:15:00","8.7604912","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18555,"2025-02-13 15:30:00","8.76053096","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18556,"2025-02-13 15:45:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18557,"2025-02-13 16:00:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18558,"2025-02-13 16:15:00","8.76055936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18559,"2025-02-13 16:30:00","8.76055936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18560,"2025-02-13 16:45:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18561,"2025-02-13 17:00:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18562,"2025-02-13 17:15:00","8.76055936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18563,"2025-02-13 17:30:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18564,"2025-02-13 17:45:00","8.76055936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18565,"2025-02-13 18:00:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18566,"2025-02-13 18:15:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18567,"2025-02-13 18:30:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18568,"2025-02-13 18:45:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18569,"2025-02-13 19:00:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18570,"2025-02-13 19:15:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18571,"2025-02-13 19:30:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18572,"2025-02-13 19:45:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18573,"2025-02-13 20:00:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18574,"2025-02-13 20:15:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18575,"2025-02-13 20:30:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18576,"2025-02-13 20:45:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18577,"2025-02-13 21:00:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18578,"2025-02-13 21:15:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18579,"2025-02-13 21:30:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18580,"2025-02-13 21:45:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18581,"2025-02-13 22:00:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18582,"2025-02-13 22:15:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18583,"2025-02-13 22:30:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18584,"2025-02-13 22:45:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18585,"2025-02-13 23:00:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18586,"2025-02-13 23:15:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18587,"2025-02-13 23:30:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18588,"2025-02-13 23:45:00","8.75863384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18589,"2025-02-14 00:00:00","8.75875312","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18590,"2025-02-14 00:15:00","8.75884968","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18591,"2025-02-14 00:30:00","8.75892352","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18592,"2025-02-14 00:45:00","8.75865656","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18593,"2025-02-14 01:00:00","8.75866792","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18594,"2025-02-14 01:15:00","8.75865656","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18595,"2025-02-14 01:30:00","8.75922456","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18596,"2025-02-14 01:45:00","8.75999704","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18597,"2025-02-14 02:00:00","8.76030944","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18598,"2025-02-14 02:15:00","8.76101376","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18599,"2025-02-14 02:30:00","8.76119552","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18600,"2025-02-14 02:45:00","8.76147384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18601,"2025-02-14 03:00:00","8.76158744","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18602,"2025-02-14 03:15:00","8.76154768","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18603,"2025-02-14 03:30:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18604,"2025-02-14 03:45:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18605,"2025-02-14 04:00:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18606,"2025-02-14 04:15:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18607,"2025-02-14 04:30:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18608,"2025-02-14 04:45:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18609,"2025-02-14 05:00:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18610,"2025-02-14 05:15:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18611,"2025-02-14 05:30:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18612,"2025-02-14 05:45:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18613,"2025-02-14 06:00:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18614,"2025-02-14 06:15:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18615,"2025-02-14 06:30:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18616,"2025-02-14 06:45:00","8.75967896","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18617,"2025-02-14 07:00:00","8.75967896","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18618,"2025-02-14 07:15:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18619,"2025-02-14 07:30:00","8.75967896","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18620,"2025-02-14 07:45:00","8.76164992","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18621,"2025-02-14 08:00:00","8.75968464","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18622,"2025-02-14 08:15:00","8.75968464","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18623,"2025-02-14 08:30:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18624,"2025-02-14 08:45:00","8.75975848","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18625,"2025-02-14 09:00:00","8.75981528","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18626,"2025-02-14 09:15:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18627,"2025-02-14 09:30:00","8.75968464","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18628,"2025-02-14 09:45:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18629,"2025-02-14 10:00:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18630,"2025-02-14 10:15:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18631,"2025-02-14 10:30:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18632,"2025-02-14 10:45:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18633,"2025-02-14 11:00:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18634,"2025-02-14 11:15:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18635,"2025-02-14 11:30:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18636,"2025-02-14 11:45:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18637,"2025-02-14 12:00:00","8.7615988","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18638,"2025-02-14 12:15:00","8.76122392","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18639,"2025-02-14 12:30:00","8.76012768","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18640,"2025-02-14 12:45:00","8.7590428","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18641,"2025-02-14 13:00:00","8.75867928","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18642,"2025-02-14 13:15:00","8.75863952","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18643,"2025-02-14 13:30:00","8.75863952","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18644,"2025-02-14 13:45:00","8.75866792","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18645,"2025-02-14 14:00:00","8.75871904","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18646,"2025-02-14 14:15:00","8.75874744","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18647,"2025-02-14 14:30:00","8.75865088","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18648,"2025-02-14 14:45:00","8.75874744","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18649,"2025-02-14 15:00:00","8.75871904","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18650,"2025-02-14 15:15:00","8.75873608","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18651,"2025-02-14 15:30:00","8.7588156","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18652,"2025-02-14 15:45:00","8.75863952","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18653,"2025-02-14 16:00:00","8.758702","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18654,"2025-02-14 16:15:00","8.75927568","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18655,"2025-02-14 16:30:00","8.75933248","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18656,"2025-02-14 16:45:00","8.75961648","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18657,"2025-02-14 17:00:00","8.76028104","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18658,"2025-02-14 17:15:00","8.76051392","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18659,"2025-02-14 17:30:00","8.76112736","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18660,"2025-02-14 17:45:00","8.76123528","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18661,"2025-02-14 18:00:00","8.76129208","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18662,"2025-02-14 18:15:00","8.76123528","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18663,"2025-02-14 18:30:00","8.76147952","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18664,"2025-02-14 18:45:00","8.76145112","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18665,"2025-02-14 19:00:00","8.76132048","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18666,"2025-02-14 19:15:00","8.76147952","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18667,"2025-02-14 19:30:00","8.76136024","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18668,"2025-02-14 19:45:00","8.76149088","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18669,"2025-02-14 20:00:00","8.76150792","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18670,"2025-02-14 20:15:00","8.76157608","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18671,"2025-02-14 20:30:00","8.76160448","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18672,"2025-02-14 20:45:00","8.76160448","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18673,"2025-02-14 21:00:00","8.76160448","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18674,"2025-02-14 21:15:00","8.76160448","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18675,"2025-02-14 21:30:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18676,"2025-02-14 21:45:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18677,"2025-02-14 22:00:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18678,"2025-02-14 22:15:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18679,"2025-02-14 22:30:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18680,"2025-02-14 22:45:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18681,"2025-02-14 23:00:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18682,"2025-02-14 23:15:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18683,"2025-02-14 23:30:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18684,"2025-02-14 23:45:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18685,"2025-02-15 00:00:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18686,"2025-02-15 00:15:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18687,"2025-02-15 00:30:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18688,"2025-02-15 00:45:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18689,"2025-02-15 01:00:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18690,"2025-02-15 01:15:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18691,"2025-02-15 01:30:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18692,"2025-02-15 01:45:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18693,"2025-02-15 02:00:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18694,"2025-02-15 02:15:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18695,"2025-02-15 02:30:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18696,"2025-02-15 02:45:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18697,"2025-02-15 03:00:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18698,"2025-02-15 03:15:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18699,"2025-02-15 03:30:00","8.76161016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18700,"2025-02-15 03:45:00","8.76166128","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
18701,"2025-02-15 04:00:00","8.7617408","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
